"concept_id","concept_name","concept_code","vocabulary_id","category"
40939739,"Felodipine 2.5 MG Oral Tablet [Felodipin Heumann] Box of 20","OMOP2137701","RxNorm Extension","ccb"
36786253,"Enalapril 20 MG / lercanidipine 10 MG Delayed Release Oral Tablet [Enalapril / Lercanidipine Krka] Box of 28 by KRKA","OMOP4774526","RxNorm Extension","ccb"
2062687,"amlodipine 10 MG / hydrochlorothiazide 25 MG / olmesartan 40 MG Oral Tablet [SEVIKAR HCT]","OMOP4963931","RxNorm Extension","ccb"
19016969,"24 HR nifedipine 20 MG Extended Release Oral Tablet [Adalat LA]","153223","RxNorm","ccb"
2063163,"amlodipine 5 MG / atorvastatin 10 MG Oral Tablet [DIVASTIN] by Dreampharma","OMOP4964413","RxNorm Extension","ccb"
43660040,"Amlodipine 7 MG Oral Tablet [Amlodipin Aaa] by AAA-Pharma","OMOP687192","RxNorm Extension","ccb"
40901337,"Verapamil 240 MG Oral Tablet [Verapamil 1a Pharma] Box of 100","OMOP2099299","RxNorm Extension","ccb"
43208563,"50 ML clevidipine 0.5 MG/ML Injectable Suspension [Cleviprex] Box of 10","OMOP425697","RxNorm Extension","ccb"
21124984,"Diltiazem 90 MG Extended Release Oral Capsule [Dilcardia SR] by Mylan","OMOP270282","RxNorm Extension","ccb"
40939727,"Felodipine 5 MG / Metoprolol 47.5 MG Extended Release Oral Tablet [LOGIMAX] Box of 28","OMOP2137689","RxNorm Extension","ccb"
43820878,"Nitrendipine 20 MG [Nitrendipin-Actavis]","OMOP671020","RxNorm Extension","ccb"
40140553,"Amlodipine 5 MG / valsartan 320 MG Oral Tablet [Exforge]","722139","RxNorm","ccb"
36260777,"Amlodipine 5 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Oral Tablet [Forzaten / HCT]","OMOP3111652","RxNorm Extension","ccb"
40853291,"Nifedipine 30 MG Extended Release Oral Tablet [Nifehexal] Box of 30 by Novartis","OMOP2051253","RxNorm Extension","ccb"
43203460,"Amlodipine 5 MG Oral Capsule [AMLODIPINE MYLAN] Box of 30","OMOP470211","RxNorm Extension","ccb"
43160144,"Isradipine 5 MG Extended Release Oral Capsule [ICAZ LP] Box of 30","OMOP475592","RxNorm Extension","ccb"
21046702,"Diltiazem 180 MG Extended Release Oral Capsule [Dilzem XL] Box of 28 by Lexon","OMOP269981","RxNorm Extension","ccb"
21164572,"Diltiazem 120 MG Extended Release Oral Tablet [Angiozem CR]","OMOP270627","RxNorm Extension","ccb"
44119425,"Diltiazem 240 MG [Apo-Diltiaz Tz]","OMOP1114056","RxNorm Extension","ccb"
41234413,"Nifedipine 10 MG [Nife Isis]","OMOP2432375","RxNorm Extension","ccb"
44090617,"Amlodipine 10 MG / telmisartan 40 MG Oral Tablet [Twynsta] by Boehringer Ingelheim","OMOP1085248","RxNorm Extension","ccb"
41310642,"Nifedipine 10 MG Oral Capsule [Nifedipin Stada] Box of 500","OMOP2508604","RxNorm Extension","ccb"
41248575,"Nifedipine 20 MG/ML Oral Solution [Corotrend]","OMOP2446537","RxNorm Extension","ccb"
40725288,"Nifedipine 60 MG Extended Release Oral Tablet [Adalat LA] by Necessity Supplies","OMOP4731941","RxNorm Extension","ccb"
40985962,"Amlodipine 5 MG [Amlodipin-Corax]","OMOP2183924","RxNorm Extension","ccb"
36784381,"Amlodipine 5 MG / Indapamide 1.25 MG / Perindopril 5 MG Oral Tablet [TRIPLIXAM] Box of 90 by Impexeco","OMOP4772664","RxNorm Extension","ccb"
41197001,"Nifedipine 10 MG Oral Tablet [Nifeclair] Box of 20 by Hennig","OMOP2394963","RxNorm Extension","ccb"
2063581,"amlodipine Oral Tablet [NOVADIC]","OMOP4964853","RxNorm Extension","ccb"
40853269,"Nifedipine 60 MG Oral Tablet [Aprical] Box of 100 by Shire","OMOP2051231","RxNorm Extension","ccb"
21065110,"lacidipine 4 MG Oral Tablet by DE","OMOP413570","RxNorm Extension","ccb"
2064482,"amlodipine 10 MG / rosuvastatin 20 MG / telmisartan 80 MG [TRIFLOW]","OMOP4965778","RxNorm Extension","ccb"
21105586,"Diltiazem 300 MG Extended Release Oral Capsule Box of 28 by AM Distributions","OMOP270162","RxNorm Extension","ccb"
21175814,"1 ML Diltiazem 24 MG/ML Oral Solution","OMOP300172","RxNorm Extension","ccb"
792888,"diltiazem hydrochloride 300 MG Extended Release Oral Capsule [Tiadylt]","1988320","RxNorm","ccb"
41104812,"Felodipine 5 MG Extended Release Oral Tablet [Felobeta] Box of 50 by Betapharm","OMOP2302774","RxNorm Extension","ccb"
21147871,"150 ML Verapamil 8 MG/ML Oral Solution by Icarus","OMOP326194","RxNorm Extension","ccb"
21159703,"lercanidipine 10 MG Oral Tablet [Zanidip] Box of 28 by Recordati","OMOP347288","RxNorm Extension","ccb"
2066068,"amlodipine 10 MG / valsartan 160 MG Oral Tablet [UROFORGE] by Medix","OMOP4967420","RxNorm Extension","ccb"
40163963,"12 HR nicardipine hydrochloride 45 MG Extended Release Oral Capsule","858580","RxNorm","ccb"
41165595,"Nifedipine 60 MG Extended Release Oral Tablet [Nifehexal] Box of 50 by Novartis","OMOP2363557","RxNorm Extension","ccb"
21131340,"Amlodipine 5 MG Oral Tablet [Istin] Box of 28 by Mawdsley-Brooks","OMOP372238","RxNorm Extension","ccb"
42933191,"Amlodipine / valsartan Oral Tablet [ARB-XG]","OMOP4659921","RxNorm Extension","ccb"
21174309,"Diltiazem 240 MG Extended Release Oral Capsule by Colorama","OMOP270379","RxNorm Extension","ccb"
21095681,"Diltiazem 5 MG/MG","OMOP270117","RxNorm Extension","ccb"
41251972,"Felodipine 2.5 MG Extended Release Oral Tablet [Felodipin Heumann] Box of 100","OMOP2449934","RxNorm Extension","ccb"
41217557,"Nifedipine 20 MG Extended Release Oral Capsule [Nifedipat] Box of 100","OMOP2415519","RxNorm Extension","ccb"
44034798,"Diltiazem 300 MG Extended Release Oral Capsule [Gen-Diltiazem]","OMOP1029429","RxNorm Extension","ccb"
41291784,"Felodipine 5 MG / Metoprolol 47.5 MG Extended Release Oral Tablet [Logimat] Box of 28 by Emra-Med","OMOP2489746","RxNorm Extension","ccb"
41169355,"Amlodipine 5 MG Oral Tablet [Norvas] Box of 100 by Opti","OMOP2367317","RxNorm Extension","ccb"
44044909,"Amlodipine Oral Tablet [Gd-Amlodipine]","OMOP1039540","RxNorm Extension","ccb"
35146762,"Nifedipine 20 MG [Nifelantern]","OMOP4803837","RxNorm Extension","ccb"
40998667,"Nisoldipine 5 MG Oral Tablet [Baymycard] Box of 50","OMOP2196629","RxNorm Extension","ccb"
40156957,"Diltiazem Hydrochloride 180 MG Extended Release Capsule [Ethex brand of Diltiazem]","831237","RxNorm","ccb"
41229896,"Felodipine 5 MG / Metoprolol 47.5 MG Oral Tablet [Mobloc] Box of 490 by Astrazeneca","OMOP2427858","RxNorm Extension","ccb"
40994909,"Verapamil 40 MG Oral Tablet [Cardioprot]","OMOP2192871","RxNorm Extension","ccb"
40725308,"Nifedipine 10 MG Oral Capsule [Adalat] Box of 50 by Necessity Supplies","OMOP4731921","RxNorm Extension","ccb"
42955497,"Amlodipine 5 MG / olmesartan 20 MG [NORVASC O]","OMOP4682036","RxNorm Extension","ccb"
40839133,"Verapamil 240 MG Extended Release Oral Capsule [Veranorm Isis] Box of 500","OMOP2037095","RxNorm Extension","ccb"
41199356,"Diltiazem 60 MG Oral Tablet [Corazet Diltiazem] Box of 30 by Orion","OMOP2397318","RxNorm Extension","ccb"
41006988,"Verapamil 240 MG Extended Release Oral Tablet [Verapamil 1a Pharma] Box of 90 by 1 A","OMOP2204950","RxNorm Extension","ccb"
43260128,"Amlodipine / Perindopril Oral Tablet [Dynoval]","OMOP541528","RxNorm Extension","ccb"
36219018,"quinidine / verapamil Pill","1164183","RxNorm","ccb"
42950385,"Amlodipine 5 MG / Losartan 100 MG [LOSADIPINE]","OMOP4676961","RxNorm Extension","ccb"
2064874,"amlodipine 5 MG / telmisartan 40 MG [TELMILEPINE]","OMOP4966173","RxNorm Extension","ccb"
19054554,"12 HR nifedipine 20 MG Extended Release Oral Tablet [Nivaten Retard]","227083","RxNorm","ccb"
41262553,"Amlodipine 5 MG Oral Capsule [Norvasc] Box of 50 by Beragena","OMOP2460515","RxNorm Extension","ccb"
21153007,"Nifedipine 10 MG Oral Capsule by Mylan","OMOP404162","RxNorm Extension","ccb"
42955508,"Amlodipine 5 MG / olmesartan 20 MG [OLESC]","OMOP4682047","RxNorm Extension","ccb"
41042055,"Felodipine 5 MG Oral Tablet [Munobal] Box of 50 by Orifarm Leverkus","OMOP2240017","RxNorm Extension","ccb"
21115373,"Diltiazem 90 MG Extended Release Oral Capsule by Ennogen","OMOP270241","RxNorm Extension","ccb"
42948655,"lercanidipine 20 MG / valsartan 160 MG Oral Tablet [LEVACALM]","OMOP4675245","RxNorm Extension","ccb"
42656633,"Diltiazem 200 MG Extended Release Oral Capsule Box of 98 by Sandoz","OMOP4868204","RxNorm Extension","ccb"
40912554,"Amlodipine 6.94 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Oral Tablet [Sevikar HCT] Box of 98","OMOP2110516","RxNorm Extension","ccb"
35407997,"Amlodipine 5 MG / Indapamide 2.5 MG / Perindopril 7 MG Delayed Release Oral Tablet [TRIPLIXAM] Box of 30 by Servier","OMOP1141582","RxNorm Extension","ccb"
40912860,"aliskiren 150 MG / Amlodipine 6.94 MG Oral Tablet [Rasilamlo]","OMOP2110822","RxNorm Extension","ccb"
21025353,"Nifedipine 0.4 MG/ML Oral Suspension by Special Order","OMOP404384","RxNorm Extension","ccb"
42950310,"Diltiazem Extended Release Oral Tablet [DILTIAZEM HCL DAEWON]","OMOP4676886","RxNorm Extension","ccb"
40981567,"Amlodipine 6.94 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT] Box of 56 by Novartis","OMOP2179529","RxNorm Extension","ccb"
21124971,"Diltiazem 200 MG Extended Release Oral Capsule [Adizem-XL] by Lexon","OMOP270123","RxNorm Extension","ccb"
42955494,"Amlodipine 5 MG / olmesartan 20 MG [SEVISARTAN]","OMOP4682033","RxNorm Extension","ccb"
21154719,"Diltiazem 90 MG Extended Release Oral Capsule by AM Distributions","OMOP270246","RxNorm Extension","ccb"
41323115,"Felodipine 2.5 MG / Ramipril 2.5 MG Extended Release Oral Tablet [Unimax] Box of 50 by Astrazeneca","OMOP2521077","RxNorm Extension","ccb"
36273908,"Amlodipine 5 MG Oral Tablet [Amlodipine Apotex] Box of 56 by Apotex","OMOP3124783","RxNorm Extension","ccb"
42955526,"Amlodipine / olmesartan Oral Tablet [SEVIACT]","OMOP4682065","RxNorm Extension","ccb"
42932891,"Amlodipine 5 MG / valsartan 80 MG [IMPRIDA]","OMOP4659626","RxNorm Extension","ccb"
42924512,"Felodipine 5 MG [MUNODIPINE]","OMOP4651349","RxNorm Extension","ccb"
41127176,"Felodipine 10 MG Extended Release Oral Tablet [Felo Basf] Box of 50","OMOP2325138","RxNorm Extension","ccb"
41003002,"Diltiazem 180 MG Extended Release Oral Capsule [DILTIAZEM SANDOZ]","OMOP2200964","RxNorm Extension","ccb"
21076053,"Verapamil 80 MG Oral Tablet by TEVA","OMOP267185","RxNorm Extension","ccb"
37592532,"nilvadipine 8 MG Extended Release Oral Capsule [Nivadil] by Dr. Theiss Naturwaren","OMOP4781978","RxNorm Extension","ccb"
41162600,"Amlodipine 6.94 MG / Hydrochlorothiazide 25 MG / olmesartan 40 MG Oral Tablet [Sevikar] Box of 28","OMOP2360562","RxNorm Extension","ccb"
43256213,"lercanidipine 20 MG Oral Tablet [Lercadip] Box of 28","OMOP536226","RxNorm Extension","ccb"
42950294,"Diltiazem 90 MG [DILTELAN]","OMOP4676872","RxNorm Extension","ccb"
2063340,"amlodipine 5 MG / losartan 45.8 MG Oral Tablet [COZAAR XQ] by MSD","OMOP4964588","RxNorm Extension","ccb"
36784001,"Amlodipine 5 MG / Perindopril 10 MG Oral Tablet [COVERAM] Box of 90 by Impexeco","OMOP4772286","RxNorm Extension","ccb"
21095520,"Verapamil 80 MG Oral Tablet Box of 100 by Kent","OMOP267200","RxNorm Extension","ccb"
42930513,"Amlodipine 5 MG Oral Tablet [BEARDIPINE]","OMOP4657279","RxNorm Extension","ccb"
44160446,"Amlodipine 6.94 MG / Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Dafiro] Box of 98 by Eurim-Pharm","OMOP3037169","RxNorm Extension","ccb"
35868428,"nimodipine 50 MG","OMOP5024817","RxNorm Extension","ccb"
40963632,"Verapamil 80 MG Oral Tablet [Vera 120 Heumann] Box of 30","OMOP2161594","RxNorm Extension","ccb"
21115376,"Diltiazem 90 MG Extended Release Oral Capsule [Adizem-SR] by Napp","OMOP270302","RxNorm Extension","ccb"
43163023,"Diltiazem Oral Tablet [DILTIAZEM TEVA]","OMOP501230","RxNorm Extension","ccb"
21054756,"Nifedipine Oral Solution [Nifedipin-ratiopharm]","OMOP403960","RxNorm Extension","ccb"
41231805,"Amlodipine 10 MG Oral Tablet [Amlolich] Box of 100 by Sanofi","OMOP2429767","RxNorm Extension","ccb"
21092190,"Felodipine 5 MG Extended Release Oral Tablet [Keloc SR]","OMOP371986","RxNorm Extension","ccb"
36236355,"Adalat Retard 10 Pill","1169961","RxNorm","ccb"
43766918,"Enalapril 10 MG / lercanidipine 10 MG Oral Tablet [Zanipress]","OMOP674030","RxNorm Extension","ccb"
43193023,"Isradipine 5 MG Extended Release Oral Capsule [ICAZ LP] Box of 90","OMOP475594","RxNorm Extension","ccb"
35794640,"70.5 ML Amlodipine 2 MG/ML Oral Suspension by Special Order","OMOP2796101","RxNorm Extension","ccb"
41244821,"Verapamil 40 MG Extended Release Oral Tablet [Isoptin] Box of 20","OMOP2442783","RxNorm Extension","ccb"
36258006,"Diltiazem 300 MG Extended Release Oral Capsule [DILTIAZEM EG] Box of 100","OMOP3108881","RxNorm Extension","ccb"
44070187,"Diltiazem Oral Tablet [Alti-Diltiazem]","OMOP1064818","RxNorm Extension","ccb"
40171897,"verapamil hydrochloride 300 MG [Verelan]","897597","RxNorm","ccb"
40939742,"Felodipine 2.5 MG Oral Tablet [Felodipin Al]","OMOP2137704","RxNorm Extension","ccb"
42933071,"Amlodipine 5 MG / valsartan 160 MG [EX V]","OMOP4659803","RxNorm Extension","ccb"
40904886,"Nitrendipine 10 MG Oral Tablet [Bayotensin] Box of 100","OMOP2102848","RxNorm Extension","ccb"
41199353,"Diltiazem 120 MG Extended Release Oral Tablet [Corazet Diltiazem] Box of 100 by Orion","OMOP2397315","RxNorm Extension","ccb"
41123635,"Nitrendipine 10 MG Oral Tablet [Nitregamma] Box of 50","OMOP2321597","RxNorm Extension","ccb"
21151128,"Amlodipine 5 MG Oral Tablet [Istin] by Lexon","OMOP372235","RxNorm Extension","ccb"
43136828,"lercanidipine 20 MG Delayed Release Oral Tablet [LERCANIDIPINE RANBAXY] Box of 30","OMOP464976","RxNorm Extension","ccb"
2064506,"amlodipine 5 MG / telmisartan 80 MG [DUALAMY]","OMOP4965986","RxNorm Extension","ccb"
40912571,"Amlodipine 10 MG Oral Tablet [Amlo Wolff] Box of 50","OMOP2110533","RxNorm Extension","ccb"
44016905,"Med Verapamil","OMOP1011536","RxNorm Extension","ccb"
41037187,"Amlodipine 10 MG Oral Tablet [Amlodipin Ct]","OMOP2235149","RxNorm Extension","ccb"
41099898,"Amlodipine 10 MG Oral Tablet [Amlobesilat Sandoz] Box of 50","OMOP2297860","RxNorm Extension","ccb"
37498125,"amlodipine 5 MG / celecoxib 200 MG [Consensi]","2266817","RxNorm","ccb"
42924533,"Felodipine Extended Release Oral Tablet [L-DIPINE]","OMOP4651370","RxNorm Extension","ccb"
35146933,"Nitrendipine 10 MG Oral Tablet [Baylotensin]","OMOP4804010","RxNorm Extension","ccb"
35133054,"Amlodipine 2.5 MG Oral Tablet by Sandoz","OMOP4790271","RxNorm Extension","ccb"
41248523,"Nitrendipine 10 MG Oral Tablet [Nitrendipin Basics] Box of 50","OMOP2446485","RxNorm Extension","ccb"
1319135,"nimodipine 0.2 MG/ML Injectable Solution","199491","RxNorm","ccb"
36786224,"Enalapril 10 MG / lercanidipine 10 MG Delayed Release Oral Tablet [Enalapril / Lercanidipine Krka] Box of 98 by KRKA","OMOP4774498","RxNorm Extension","ccb"
21143145,"Nifedipine 40 MG [Fortipine LA]","OMOP404495","RxNorm Extension","ccb"
43809565,"50 ML Nifedipine 0.1 MG/ML Injectable Solution","OMOP814129","RxNorm Extension","ccb"
43604916,"Nitrendipine 10 MG [Nitrendipin 10 - 1 A Pharma]","OMOP671078","RxNorm Extension","ccb"
43139571,"Enalapril 15.3 MG / lercanidipine 10 MG Delayed Release Oral Tablet Box of 90","OMOP489599","RxNorm Extension","ccb"
41136236,"Felodipine 5 MG Extended Release Oral Tablet [Felo Basf] Box of 100 by Novartis","OMOP2334198","RxNorm Extension","ccb"
40851087,"Verapamil 40 MG Delayed Release Oral Tablet [Veradurat] Box of 100 by G.Pohl-Boskamp Kg","OMOP2049049","RxNorm Extension","ccb"
1361516,"amlodipine 1 MG/ML","2184117","RxNorm","ccb"
19024973,"verapamil hydrochloride 160 MG Oral Tablet [Berkatens]","201294","RxNorm","ccb"
36066581,"diltiazem 90 MG [Dilcardia SR]","OMOP4993024","RxNorm Extension","ccb"
41088698,"Verapamil 120 MG Delayed Release Oral Tablet [Falicard] Box of 300","OMOP2286660","RxNorm Extension","ccb"
41138217,"Amlodipine 10 MG Oral Tablet [Norvas] Box of 20 by Emra-Med","OMOP2336179","RxNorm Extension","ccb"
41043948,"Amlodipine 6.95 MG / Ramipril 5 MG Oral Capsule [Ramipril Hexal] Box of 30 by Novartis","OMOP2241910","RxNorm Extension","ccb"
41244552,"Acebutolol 100 MG / Nifedipine 10 MG Oral Tablet Box of 30","OMOP2442514","RxNorm Extension","ccb"
40104982,"Amlodipine 5 MG / benazepril 10 MG [Lotrel]","572809","RxNorm","ccb"
40886898,"Diltiazem 90 MG Extended Release Oral Tablet [Dilzem] Box of 30 by Emra-Med","OMOP2084860","RxNorm Extension","ccb"
43282602,"Diltiazem 240 MG Extended Release Oral Capsule [Diltiazem Hydrochloride Cd] Box of 30 by Sandoz","OMOP529866","RxNorm Extension","ccb"
41105335,"Diltiazem 60 MG Oral Tablet [Diltiazem Al] Box of 100 by Aliud","OMOP2303297","RxNorm Extension","ccb"
41068440,"Amlodipine 5 MG Oral Tablet [Amlolich] Box of 100","OMOP2266402","RxNorm Extension","ccb"
44179270,"Amlodipine 6.94 MG / olmesartan 40 MG Oral Tablet [Sevikar] Box of 56 by Daiichi Sankyo","OMOP3055993","RxNorm Extension","ccb"
42972544,"Amlodipine 5 MG / atorvastatin 10 MG [MAXVATIN]","OMOP4698953","RxNorm Extension","ccb"
41287746,"Verapamil 240 MG Extended Release Oral Capsule [Vera 240 Retard Heumann] Box of 50 by Heumann","OMOP2485708","RxNorm Extension","ccb"
41231792,"Amlodipine 6.94 MG / Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT] Box of 98 by Fd","OMOP2429754","RxNorm Extension","ccb"
35137375,"Diltiazem 60 MG Extended Release Oral Tablet [Herbesser]","OMOP4794551","RxNorm Extension","ccb"
35791219,"2.02 ML Verapamil 2.5 MG/ML Injectable Solution [Securon] Box of 5","OMOP2792680","RxNorm Extension","ccb"
2066114,"amlodipine 5 MG / valsartan 160 MG Oral Tablet [DIONOVA] by Alvogen","OMOP4967464","RxNorm Extension","ccb"
35150880,"Nitrendipine Oral Tablet [Nitopress]","OMOP4807927","RxNorm Extension","ccb"
41217520,"Nifedipine 10 MG Extended Release Oral Tablet [Nifedipin Pb] Box of 30","OMOP2415482","RxNorm Extension","ccb"
41251971,"Felodipine 2.5 MG Extended Release Oral Tablet [Felodipin Heumann] Box of 500","OMOP2449933","RxNorm Extension","ccb"
21025862,"lacidipine 2 MG Oral Tablet [Motens]","OMOP413539","RxNorm Extension","ccb"
2066174,"amlodipine 5 MG / valsartan 80 MG Oral Tablet [PLUSFORGE] by Litepharmtech","OMOP4967523","RxNorm Extension","ccb"
19133561,"diltiazem hydrochloride 300 MG","830800","RxNorm","ccb"
44014996,"Gen-Diltiazem Cd","OMOP1009627","RxNorm Extension","ccb"
35743963,"Amlodipine 10 MG / valsartan 160 MG Delayed Release Oral Tablet [Exforge] Box of 28 by Novartis","OMOP2745424","RxNorm Extension","ccb"
35786526,"100 ML Amlodipine 1 MG/ML Oral Solution by Special Order","OMOP2787987","RxNorm Extension","ccb"
1319943,"nisoldipine 20 MG Extended Release Oral Tablet","562514","RxNorm","ccb"
42955503,"Amlodipine 5 MG / olmesartan 20 MG [SEVIONE]","OMOP4682042","RxNorm Extension","ccb"
21025866,"lacidipine 4 MG Oral Tablet by Dr Reddy's","OMOP413572","RxNorm Extension","ccb"
19134811,"nifedipine 30 MG Extended Release Oral Tablet [Adalat]","845004","RxNorm","ccb"
41106767,"Amlodipine 6.94 MG / valsartan 80 MG Oral Tablet [Exforge] Box of 98 by Orifarm Leverkus","OMOP2304729","RxNorm Extension","ccb"
42933031,"Amlodipine 5 MG / valsartan 160 MG Oral Tablet [VALSAREX]","OMOP4659763","RxNorm Extension","ccb"
35133426,"manidipine 10 MG Oral Tablet by Yoshindo","OMOP4790635","RxNorm Extension","ccb"
35143772,"Amlodipine 10 MG Oral Tablet by Nipro","OMOP4800871","RxNorm Extension","ccb"
2062934,"amlodipine / hydrochlorothiazide / olmesartan Oral Tablet [SERACAN HCT]","OMOP4964189","RxNorm Extension","ccb"
42932957,"Amlodipine 5 MG / valsartan 160 MG Oral Tablet [VISFORGE]","OMOP4659691","RxNorm Extension","ccb"
19016346,"12 HR nifedipine 20 MG Extended Release Oral Tablet [Nimodrel MR 20]","152730","RxNorm","ccb"
36786949,"Amlodipine 10 MG / olmesartan 40 MG Delayed Release Oral Tablet [Olmesartan / Amlodipine EG] Box of 30 by Eurogenerics","OMOP4775216","RxNorm Extension","ccb"
42932722,"Amlodipine 5 MG / valsartan 80 MG Oral Tablet [AMORTAN]","OMOP4659462","RxNorm Extension","ccb"
42930293,"Amlodipine 5 MG / telmisartan 40 MG Oral Tablet [TELODIPINE]","OMOP4657061","RxNorm Extension","ccb"
41037204,"Amlodipine 5 MG Oral Tablet [Amlodigamma] Box of 50","OMOP2235166","RxNorm Extension","ccb"
21036856,"Diltiazem 10 MG/ML","OMOP270666","RxNorm Extension","ccb"
35750861,"Verapamil 80 MG Extended Release Oral Tablet Box of 84 by Mylan","OMOP2752322","RxNorm Extension","ccb"
19112980,"nifedipine 30 MG [Adalat]","491071","RxNorm","ccb"
21046735,"Diltiazem 240 MG Extended Release Oral Capsule [Viazem XL] Box of 28","OMOP270447","RxNorm Extension","ccb"
43260152,"Amlodipine 5 MG / olmesartan 20 MG Oral Tablet [Sevikar] Box of 30","OMOP543782","RxNorm Extension","ccb"
43140864,"Diltiazem 90 MG Extended Release Oral Tablet [DILTIAZEM WINTHROP]","OMOP501497","RxNorm Extension","ccb"
35756530,"Amlodipine 10 MG Delayed Release Oral Tablet [Istin] Box of 28 by Necessity Supplies","OMOP2757991","RxNorm Extension","ccb"
41068434,"Amlodipine 10 MG Oral Tablet [Amlodipin Abz]","OMOP2266396","RxNorm Extension","ccb"
41005758,"Atenolol 50 MG / Nifedipine 20 MG Extended Release Oral Capsule [Nifatenol] Box of 30","OMOP2203720","RxNorm Extension","ccb"
41169348,"Amlodipine 10 MG Oral Tablet [Amlodipin Winthrop] Box of 20 by Sanofi","OMOP2367310","RxNorm Extension","ccb"
35769018,"Amlodipine 10 MG Delayed Release Oral Tablet Box of 14 by Dowelhurst","OMOP2770479","RxNorm Extension","ccb"
40946790,"Nimodipine 30 MG Oral Tablet [Nimotop] Box of 30 by Mtk","OMOP2144752","RxNorm Extension","ccb"
40725302,"Nifedipine 20 MG Extended Release Oral Tablet [Adalat LA] by Necessity Supplies","OMOP4731927","RxNorm Extension","ccb"
41088709,"Verapamil 120 MG Oral Tablet [Vera Basf]","OMOP2286671","RxNorm Extension","ccb"
1328559,"24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Taztia]","831196","RxNorm","ccb"
40102980,"nifedipine Extended Release Oral Tablet [Adalat]","491072","RxNorm","ccb"
