"concept_id","concept_name","concept_code","vocabulary_id","category"
41268730,"Metoprolol Extended Release Oral Tablet [Metoprolol Heumann H2u]","OMOP2466692","RxNorm Extension","betablocker"
43172488,"Acebutolol 200 MG Delayed Release Oral Tablet [ACEBUTOLOL RATIOPHARM] Box of 90 by Ratiopharm","OMOP487825","RxNorm Extension","betablocker"
41074954,"Bisoprolol 3.75 MG Oral Tablet [Bisoprolol 1a Pharma] Box of 50 by 1 A","OMOP2272916","RxNorm Extension","betablocker"
36790182,"Felodipine 10 MG / Metoprolol 100 MG Extended Release Oral Tablet [Logimat]","OMOP4778423","RxNorm Extension","betablocker"
44050752,"esmolol 250 MG/ML Injectable Solution [Brevibloc] by Baxter","OMOP1045383","RxNorm Extension","betablocker"
43839065,"carvedilol 6.25 MG Oral Tablet [Carvedilol 1a Pharma] by 1 A","OMOP673628","RxNorm Extension","betablocker"
41279891,"Metoprolol 50 MG Extended Release Oral Tablet [Metoprogamma Succinat] Box of 30","OMOP2477853","RxNorm Extension","betablocker"
46221721,"metoprolol tartrate 37.5 MG","1606346","RxNorm","betablocker"
43681551,"5 ML Timolol 7 MG/ML Prefilled Applicator [Arutidor] Box of 6","OMOP769073","RxNorm Extension","betablocker"
44030540,"Sotalol Oral Tablet [Pro-Sotalol]","OMOP1025171","RxNorm Extension","betablocker"
44180840,"Metoprolol 50 MG Oral Tablet [Metoprololsuccinat Dura] Box of 50","OMOP3057563","RxNorm Extension","betablocker"
43807238,"5 ML Timolol 3.42 MG/ML Prefilled Applicator [Arutimol-Augentropfen] Box of 3","OMOP768944","RxNorm Extension","betablocker"
36259187,"Bisoprolol 5 MG / Hydrochlorothiazide 12.5 MG [BISOPROLOL/HYDROCHLOROTHIAZIDE MYLAN]","OMOP3110062","RxNorm Extension","betablocker"
40852393,"Propranolol 80 MG Oral Tablet [Propranolol Ct] Box of 100 by AbZ-Pharma","OMOP2050355","RxNorm Extension","betablocker"
21027969,"1 ML Bisoprolol 0.2 MG/ML Oral Solution by Special Order","OMOP288899","RxNorm Extension","betablocker"
41133652,"Pindolol 5 MG Oral Tablet [Durapindol] Box of 100 by Mylan","OMOP2331614","RxNorm Extension","betablocker"
40058203,"nebivolol Oral Tablet","393308","RxNorm","betablocker"
43206005,"Bisoprolol 1.25 MG Delayed Release Oral Tablet [BISOPROLOL SANDOZ] Box of 90 by Sandoz","OMOP493813","RxNorm Extension","betablocker"
21136432,"1 ML Labetalol 15 MG/ML Oral Solution","OMOP299475","RxNorm Extension","betablocker"
41186772,"Metoprolol 50 MG Extended Release Oral Tablet [Lopressor] Box of 100","OMOP2384734","RxNorm Extension","betablocker"
43157508,"Betaxolol 20 MG Delayed Release Oral Tablet [BETAXOLOL SANDOZ] Box of 30 by Sandoz","OMOP451772","RxNorm Extension","betablocker"
44170208,"Bisoprolol 10 MG Delayed Release Oral Tablet [Bisobloc] Box of 100","OMOP3046931","RxNorm Extension","betablocker"
41279894,"Metoprolol 50 MG Extended Release Oral Tablet [Beloc] Box of 400","OMOP2477856","RxNorm Extension","betablocker"
41104353,"Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Oral Tablet [Seloken Plus] Box of 50 by Emra-Med","OMOP2302315","RxNorm Extension","betablocker"
40883015,"Sotalol 160 MG Oral Tablet [Sotabeta] Box of 100 by Betapharm","OMOP2080977","RxNorm Extension","betablocker"
41186800,"Metoprolol 200 MG Extended Release Oral Tablet [Meto Inen] Box of 50","OMOP2384762","RxNorm Extension","betablocker"
40169657,"Hydroxyzine 25 MG / Labetalol hydrochloride 300 MG Oral Tablet","896977","RxNorm","betablocker"
21104023,"Atenolol 100 MG Oral Tablet by Zanza","OMOP406088","RxNorm Extension","betablocker"
43146263,"Propranolol 80 MG Extended Release Oral Capsule [PROPRANOLOL TEVA] Box of 90 by TEVA","OMOP451925","RxNorm Extension","betablocker"
41176539,"Bisoprolol Oral Tablet [Bisoprolol Corax]","OMOP2374501","RxNorm Extension","betablocker"
36217665,"bendroflumethiazide / propranolol Pill","1151297","RxNorm","betablocker"
44073977,"carvedilol 6.25 MG Oral Tablet [Ava-Carvedilol]","OMOP1068608","RxNorm Extension","betablocker"
41135842,"Hydralazine 25 MG / Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Oral Tablet [Triloc] Box of 100 by Beragena","OMOP2333804","RxNorm Extension","betablocker"
41293593,"Atenolol 100 MG Oral Tablet Box of 100 by Dexcel-Pharma","OMOP2491555","RxNorm Extension","betablocker"
43255044,"Bisoprolol 2.5 MG Oral Tablet [Bispro] Box of 30","OMOP562129","RxNorm Extension","betablocker"
21054786,"Atenolol 50 MG / Nifedipine 20 MG Extended Release Oral Capsule [Beta-Adalat] Box of 28 by Sigma-Tau","OMOP404541","RxNorm Extension","betablocker"
40839674,"Timolol 3.42 MG/ML Prefilled Applicator [Chibro] Box of 3","OMOP2037636","RxNorm Extension","betablocker"
35787111,"100 ML Bisoprolol 0.5 MG/ML Oral Suspension by Drug Tariff Special Order","OMOP2788572","RxNorm Extension","betablocker"
43855726,"Timolol 3.42 MG/ML [Timo-Vision]","OMOP956301","RxNorm Extension","betablocker"
43179014,"Bisoprolol 2.5 MG / Hydrochlorothiazide 6.25 MG [BISOPROLOL/HYDROCHLOROTHIAZIDE RATIOPHARM]","OMOP447969","RxNorm Extension","betablocker"
40911648,"Bisoprolol 5 MG Oral Tablet [BISOPROLOL RATIOPHARM] Box of 100","OMOP2109610","RxNorm Extension","betablocker"
2063975,"betaxolol 10 MG Oral Tablet [BETAC] by Jinyang","OMOP4965262","RxNorm Extension","betablocker"
35764808,"carvedilol 25 MG Delayed Release Oral Tablet by Focus","OMOP2766269","RxNorm Extension","betablocker"
41162269,"Atenolol 100 MG Oral Tablet [Atenolol Ratiopharm] Box of 100","OMOP2360231","RxNorm Extension","betablocker"
43152190,"nebivolol 5 MG Oral Tablet [NEBIVOLOL CRISTERS]","OMOP503810","RxNorm Extension","betablocker"
41355942,"5 ML dorzolamide 22.4 MG/ML / Timolol 7 MG/ML Prefilled Applicator [Cosopt] Box of 3 by Emra-Med","OMOP2553904","RxNorm Extension","betablocker"
41204887,"Bisoprolol 10 MG / Hydrochlorothiazide 25 MG [BISOPROLOL ACTAVIS]","OMOP2402849","RxNorm Extension","betablocker"
41186857,"Metoprolol 25 MG Oral Tablet [Metoprololsuccinat Amneal]","OMOP2384819","RxNorm Extension","betablocker"
43765280,"Sotalol 160 MG Oral Tablet [Sotalol Al] by Aliud","OMOP953228","RxNorm Extension","betablocker"
42731072,"dorzolamide 22.4 MG/ML / Timolol 7 MG/ML [Dorzocomp Vision]","OMOP2725140","RxNorm Extension","betablocker"
43211779,"Hydrochlorothiazide 25 MG / nebivolol 5 MG Delayed Release Oral Tablet [TEMERITDUO] Box of 30","OMOP448144","RxNorm Extension","betablocker"
35766856,"Atenolol 50 MG Delayed Release Oral Tablet [Antipressan]","OMOP2768317","RxNorm Extension","betablocker"
21123874,"nebivolol 5 MG Oral Tablet Box of 28 by Dowelhurst","OMOP414284","RxNorm Extension","betablocker"
43621460,"Metoprolol 50 MG Oral Tablet [Metodura] by Mylan","OMOP954206","RxNorm Extension","betablocker"
43212222,"Propranolol 160 MG Extended Release Oral Capsule [PROPRANOLOL TEVA] Box of 90 by TEVA","OMOP451941","RxNorm Extension","betablocker"
21089410,"Bisoprolol 10 MG Oral Tablet Box of 28 by Sigma-Tau","OMOP342349","RxNorm Extension","betablocker"
21075110,"nebivolol 5 MG Oral Tablet Box of 28 by Zentiva","OMOP414285","RxNorm Extension","betablocker"
42924706,"carvedilol 12.5 MG [ALVOGEN CARVEDILOL]","OMOP4651542","RxNorm Extension","betablocker"
40987776,"Metoprolol Injectable Solution [Beloc]","OMOP2185738","RxNorm Extension","betablocker"
41276389,"Timolol 3.42 MG/ML Prefilled Applicator [Chibro Timopt]","OMOP2474351","RxNorm Extension","betablocker"
40981418,"Atenolol 50 MG Oral Tablet Box of 100 by GDS","OMOP2179380","RxNorm Extension","betablocker"
43173199,"Bisoprolol 1.25 MG Oral Tablet [BISOPROLOL ZYDUS]","OMOP493844","RxNorm Extension","betablocker"
21056403,"Propranolol 0.7 MG/ML Oral Solution by Special Order","OMOP269200","RxNorm Extension","betablocker"
40884888,"Metoprolol 100 MG Delayed Release Oral Tablet [Metohexal] Box of 50 by Novartis","OMOP2082850","RxNorm Extension","betablocker"
35760683,"carvedilol 6.25 MG Delayed Release Oral Tablet [Eucardic] Box of 28 by Dowelhurst","OMOP2762144","RxNorm Extension","betablocker"
40999259,"Metoprolol 100 MG Delayed Release Oral Tablet [Metoprolol-Ratiopharm]","OMOP2197221","RxNorm Extension","betablocker"
1510808,"24 HR metoprolol succinate 100 MG Extended Release Oral Capsule [Kapspargo]","2047766","RxNorm","betablocker"
43677276,"carvedilol 12.5 MG Oral Tablet [Carlich] by Winthrop","OMOP673466","RxNorm Extension","betablocker"
43183383,"Acebutolol 200 MG Delayed Release Oral Tablet [ACEBUTOLOL RANBAXY] Box of 90","OMOP487819","RxNorm Extension","betablocker"
40880652,"Bisoprolol 5 MG Oral Tablet [Bisoprolol Corax]","OMOP2078614","RxNorm Extension","betablocker"
36420932,"Metoprolol Extended Release Oral Tablet [METO]","OMOP4763212","RxNorm Extension","betablocker"
44191854,"5 ML Metipranolol 3.35 MG/ML Prefilled Applicator [Betamann]","OMOP3068577","RxNorm Extension","betablocker"
44014212,"Bci Atenolol","OMOP1008843","RxNorm Extension","betablocker"
44127379,"Oxprenolol 20 MG Oral Tablet [Trasicor] by Novartis","OMOP1122010","RxNorm Extension","betablocker"
36784851,"Bisoprolol 10 MG Delayed Release Oral Tablet [BISOPROLOL SANDOZ] Box of 28","OMOP4773135","RxNorm Extension","betablocker"
41067533,"Bisoprolol 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Bisolich] Box of 30","OMOP2265495","RxNorm Extension","betablocker"
40092135,"carvedilol 3.12 MG","343161","RxNorm","betablocker"
43572944,"Nebivolol Mercury","OMOP891884","RxNorm Extension","betablocker"
21049704,"150 ML Propranolol 2 MG/ML Oral Solution","OMOP326263","RxNorm Extension","betablocker"
21028609,"1 ML Metoprolol 6 MG/ML Oral Solution","OMOP300790","RxNorm Extension","betablocker"
40918489,"carvedilol 3.125 MG Oral Tablet [Carvedilol Ratiopharm] Box of 30 by Ratiopharm","OMOP2116451","RxNorm Extension","betablocker"
35743960,"carvedilol 25 MG Delayed Release Oral Tablet by Almus","OMOP2745421","RxNorm Extension","betablocker"
43695287,"Bisoprolol Oral Tablet [Bisoprolol Dexcel]","OMOP676998","RxNorm Extension","betablocker"
41026585,"Timolol 7 MG/ML Prefilled Applicator [Duratimol] Box of 1","OMOP2224547","RxNorm Extension","betablocker"
41038664,"Sotalol 160 MG Oral Tablet [SOTALEX] Box of 100 by Orifarm Leverkus","OMOP2236626","RxNorm Extension","betablocker"
41197378,"Metoprolol 25 MG Extended Release Oral Tablet [Metohexal] Box of 30 by Novartis","OMOP2395340","RxNorm Extension","betablocker"
36263615,"Bisoprolol 2.5 MG / Hydrochlorothiazide 6.25 MG Delayed Release Oral Tablet [Co-Bisoprolol EG] Box of 28 by Eurogenerics","OMOP3114490","RxNorm Extension","betablocker"
43031038,"Celiprolol 200 MG Delayed Release Oral Tablet Box of 84 by TEVA","OMOP4846103","RxNorm Extension","betablocker"
21045030,"Atenolol 50 MG Oral Tablet by Crescent","OMOP405987","RxNorm Extension","betablocker"
40883647,"Propranolol 40 MG Oral Tablet [Propranolol Al] Box of 50 by Aliud","OMOP2081609","RxNorm Extension","betablocker"
44174038,"Atenolol 50 MG Delayed Release Oral Tablet [Atenolol Al] Box of 100","OMOP3050761","RxNorm Extension","betablocker"
21085895,"Propranolol 80 MG Oral Tablet Box of 60","OMOP269175","RxNorm Extension","betablocker"
44029342,"Atenolol 100 MG [Ratio-Atenolol]","OMOP1023973","RxNorm Extension","betablocker"
40843337,"Metoprolol 143 MG Oral Tablet [Meto Succinat Sandoz] Box of 100","OMOP2041299","RxNorm Extension","betablocker"
43766870,"carvedilol 25 MG Oral Tablet [Carvedilol Aurobindo]","OMOP673396","RxNorm Extension","betablocker"
41137813,"Bisoprolol 5 MG Delayed Release Oral Tablet [Bisoprolol Ct] Box of 100 by AbZ-Pharma","OMOP2335775","RxNorm Extension","betablocker"
21163410,"nebivolol 5 MG Oral Tablet by TEVA","OMOP414263","RxNorm Extension","betablocker"
35766855,"Atenolol 100 MG Delayed Release Oral Tablet [Atenix]","OMOP2768316","RxNorm Extension","betablocker"
41358498,"5 ML dorzolamide 22.4 MG/ML / Timolol 7 MG/ML Prefilled Applicator [Cosopt]","OMOP2556460","RxNorm Extension","betablocker"
41350351,"3 ML Timolol 3.43 MG/ML Prefilled Applicator Box of 1","OMOP2548313","RxNorm Extension","betablocker"
40945301,"Sotalol 160 MG Oral Tablet [Sotabeta] Box of 50 by Betapharm","OMOP2143263","RxNorm Extension","betablocker"
40884850,"Metoprolol 50 MG Oral Tablet [Meto Isis] Box of 100 by Puren","OMOP2082812","RxNorm Extension","betablocker"
44086004,"Metoprolol 25 MG Oral Tablet [Metoprolol-L]","OMOP1080635","RxNorm Extension","betablocker"
19117530,"atenolol 100 MG [Tenormin]","565804","RxNorm","betablocker"
44035666,"Acebutolol 200 MG Oral Tablet [Sandoz Acebutolol]","OMOP1030297","RxNorm Extension","betablocker"
41012472,"Bisoprolol 10 MG / Hydrochlorothiazide 25 MG Oral Tablet [Biso Puren] Box of 100 by Puren","OMOP2210434","RxNorm Extension","betablocker"
46221724,"metoprolol tartrate 75 MG Oral Tablet","1606349","RxNorm","betablocker"
41067551,"Bisoprolol 10 MG Oral Tablet [Bisoprolol Ratioph] Box of 50","OMOP2265513","RxNorm Extension","betablocker"
43173497,"Celiprolol 200 MG [CELIPROLOL GERDA]","OMOP496364","RxNorm Extension","betablocker"
41093064,"Metoprolol 190 MG Oral Tablet [Metoprolol Succinate Farmaprojects Bqp] Box of 100","OMOP2291026","RxNorm Extension","betablocker"
41164745,"Propranolol 80 MG Oral Tablet [Propranolol Gry] Box of 100 by TEVA","OMOP2362707","RxNorm Extension","betablocker"
21046637,"Propranolol 40 MG Oral Tablet Box of 28 by Mylan","OMOP268998","RxNorm Extension","betablocker"
40936839,"Metoprolol 100 MG Extended Release Oral Tablet [SELOKEN] Box of 50","OMOP2134801","RxNorm Extension","betablocker"
41036827,"Atenolol 100 MG Delayed Release Oral Tablet [Atebeta] Box of 100","OMOP2234789","RxNorm Extension","betablocker"
41280901,"Labetalol 200 MG Oral Tablet [Trandate] Box of 2500","OMOP2478863","RxNorm Extension","betablocker"
40987266,"Sotalol Oral Tablet [Sotabeta]","OMOP2185228","RxNorm Extension","betablocker"
43161503,"Acebutolol 200 MG Delayed Release Oral Tablet [Sectral] Box of 90 by Sanofi","OMOP487853","RxNorm Extension","betablocker"
19106520,"bendroflumethiazide 5 MG / nadolol 60 MG Oral Tablet","428757","RxNorm","betablocker"
41095939,"Felodipine 5 MG / Metoprolol 47.5 MG Oral Tablet [LOGIMAX]","OMOP2293901","RxNorm Extension","betablocker"
35764793,"carvedilol 6.25 MG Delayed Release Oral Tablet Box of 28 by Niche Generics","OMOP2766254","RxNorm Extension","betablocker"
41359110,"5 ML Bupranolol 5 MG/ML Prefilled Applicator [Ophtorenin] Box of 1","OMOP2557072","RxNorm Extension","betablocker"
21144593,"Labetalol 15 MG/ML Oral Suspension by Special Order","OMOP266613","RxNorm Extension","betablocker"
43040606,"5 ML Propranolol 1 MG/ML Injectable Solution [KARNODYL]","OMOP4855637","RxNorm Extension","betablocker"
41293583,"Atenolol 25 MG Oral Tablet [Atenolol Heumann] Box of 50 by Heumann","OMOP2491545","RxNorm Extension","betablocker"
19112028,"talinolol 50 MG","451887","RxNorm","betablocker"
21135600,"Sotalol 80 MG Oral Tablet Box of 56 by Accord","OMOP282124","RxNorm Extension","betablocker"
41274354,"Bupranolol 2.5 MG/ML Prefilled Applicator Box of 3","OMOP2472316","RxNorm Extension","betablocker"
41218046,"Metoprolol 50 MG Oral Tablet [Meprolol] Box of 50","OMOP2416008","RxNorm Extension","betablocker"
41357594,"5 ML brimonidine 2 MG/ML / Timolol 7 MG/ML Prefilled Applicator [Combigan] Box of 3 by Aca Mueller","OMOP2555556","RxNorm Extension","betablocker"
41040595,"Metoprolol 100 MG Oral Tablet [Metoprolol Actavis] Box of 50 by Puren","OMOP2238557","RxNorm Extension","betablocker"
40739628,"Amiloride 2.5 MG / Atenolol 50 MG / Hydrochlorothiazide 25 MG Oral Capsule [Kalten] by Sigma","OMOP4717604","RxNorm Extension","betablocker"
40899960,"Bupranolol 100 MG Oral Tablet Box of 400","OMOP2097922","RxNorm Extension","betablocker"
41358342,"5 ML Timolol 0.2 MG/ML Prefilled Applicator [Timolol At 1a Pharma] Box of 6","OMOP2556304","RxNorm Extension","betablocker"
41353095,"5 ML dorzolamide 4.46 MG/ML / Timolol 1.37 MG/ML Prefilled Applicator [Dorzotim Sandoz] Box of 3","OMOP2551057","RxNorm Extension","betablocker"
19087149,"Sotalol 120 MG [Betapace]","572143","RxNorm","betablocker"
40978785,"ivabradine 7.5 MG / Metoprolol 50 MG Oral Tablet [Implicor] Box of 98 by Servier","OMOP2176747","RxNorm Extension","betablocker"
587321,"Metoprolol 200 MG [Metoprolol Pb]","OMOP3138888","RxNorm Extension","betablocker"
40967907,"Metoprolol 50 MG Extended Release Oral Tablet [Metoprololsuccinat 1a Pharma] Box of 50","OMOP2165869","RxNorm Extension","betablocker"
41130564,"Betaxolol 20 MG Oral Tablet [Kerlon] Box of 28","OMOP2328526","RxNorm Extension","betablocker"
21023528,"carvedilol 6.25 MG Oral Tablet by Generics","OMOP372578","RxNorm Extension","betablocker"
40967919,"Metoprolol 100 MG Extended Release Oral Tablet [Metoprolol Stada] Box of 50","OMOP2165881","RxNorm Extension","betablocker"
40967987,"Metoprolol 100 MG Oral Tablet [Beloc] Box of 50","OMOP2165949","RxNorm Extension","betablocker"
41212779,"Bupranolol 20 MG / dehydrosanol 10 MG / Dihydralazine 25 MG / Triamterene 20 MG Oral Tablet Box of 400","OMOP2410741","RxNorm Extension","betablocker"
40740131,"Atenolol 100 MG Oral Tablet Box of 28 by Sigma","OMOP4717552","RxNorm Extension","betablocker"
35136162,"Carteolol 5 MG Oral Tablet by Nichi-Iko","OMOP4793345","RxNorm Extension","betablocker"
44054330,"Metoprolol 50 MG [Metoprolol-L]","OMOP1048961","RxNorm Extension","betablocker"
35774575,"Bisoprolol 10 MG / Hydrochlorothiazide 6.25 MG Delayed Release Oral Tablet [Monozide] Box of 28 by Wyeth","OMOP2776036","RxNorm Extension","betablocker"
589111,"Metoprolol 200 MG [Sigaprolol]","OMOP3135999","RxNorm Extension","betablocker"
40936780,"Metoprolol 47.5 MG Extended Release Oral Tablet [Metoprolol Ratiopharm Succinat] Box of 100","OMOP2134742","RxNorm Extension","betablocker"
35158645,"Pindolol 5 MG [Isuhart]","OMOP4815636","RxNorm Extension","betablocker"
43765489,"dorzolamide / Timolol Prefilled Applicator [Dorzolamid Al Comp]","OMOP956645","RxNorm Extension","betablocker"
43729579,"Timolol 7 MG/ML Prefilled Applicator [Timo Edo] Box of 120","OMOP956523","RxNorm Extension","betablocker"
41245898,"Sotalol 80 MG Oral Tablet [Sotaryt] Box of 20","OMOP2443860","RxNorm Extension","betablocker"
44035665,"Acebutolol 100 MG Oral Tablet [Rhotral]","OMOP1030296","RxNorm Extension","betablocker"
43217063,"Atenolol 50 MG Oral Tablet [ATENOLOL ZENTIVA] Box of 90 by Sanofi","OMOP495090","RxNorm Extension","betablocker"
41354646,"5 ML Metipranolol 0.2 MG/ML Prefilled Applicator [Betamann] Box of 1","OMOP2552608","RxNorm Extension","betablocker"
21054871,"Atenolol 100 MG Oral Tablet by Sandoz","OMOP406073","RxNorm Extension","betablocker"
43034378,"Acebutolol 400 MG Delayed Release Oral Tablet Box of 30 by Zydus","OMOP4849424","RxNorm Extension","betablocker"
40927770,"Propranolol 80 MG Oral Tablet Box of 600","OMOP2125732","RxNorm Extension","betablocker"
41290330,"Metoprolol 50 MG Oral Tablet [Metoprogamma Succinat] Box of 30 by Woerwag","OMOP2488292","RxNorm Extension","betablocker"
41355211,"5 ML dorzolamide 22.4 MG/ML / Timolol 7 MG/ML Prefilled Applicator [Dorzolamid Hexal]","OMOP2553173","RxNorm Extension","betablocker"
41234509,"Metoprolol 100 MG [Metoprololsuccinat Winthrop]","OMOP2432471","RxNorm Extension","betablocker"
40984357,"Metoprolol 190 MG [Metoprolol Bioeq Pharma]","OMOP2182319","RxNorm Extension","betablocker"
2065580,"atenolol 50 MG Oral Tablet [TERNOL]","OMOP4966909","RxNorm Extension","betablocker"
35746577,"Metoprolol 100 MG Delayed Release Oral Tablet Box of 28 by A A H","OMOP2748038","RxNorm Extension","betablocker"
41024301,"carvedilol 6.25 MG Oral Tablet Box of 50","OMOP2222263","RxNorm Extension","betablocker"
41268729,"Metoprolol Extended Release Oral Tablet [Metoprolol Tad]","OMOP2466691","RxNorm Extension","betablocker"
41130442,"Bisoprolol 5 MG Oral Tablet [Bisoprolol Pharma] Box of 30","OMOP2328404","RxNorm Extension","betablocker"
21111939,"carvedilol 12.5 MG Oral Tablet Box of 28 by Niche Generics","OMOP372710","RxNorm Extension","betablocker"
